"","place","africa_id","asia_id","europe_id","is_place"
"345","Damascus","","7002261; 1002076; 7000785; 7593756","",1
"346","Sophronios","","","",0
"347","Edessa","","1001586; 7002497","1041944",1
"348","Constantia","","7882179; 7002340","7008775; 7008215; 7005174; 7004579",1
"349","Daras","","8052846; 7965942; 6001673","7346866",1
"350","Oumaros","","","",0
"351","Arados","","7002257; 7016538","",1
"352","Mauias","","","",0
"353","Mauias","","","",0
"354","Syracuse","","","1001753; 7003794; 7036799",1
"355","Andrew","","7933802; 7570287","4000947; 7465839; 4003008; 7453129; 7462884; 7025929; 7460123; 7447828; 7593995; 4011159; 7442712",1
"356","Amnesia","","","",0
"357","Constantinople Martin","","","",0
"358","Chrysopolis","","1003891","7010844",1
"359","Mesembria","","","7017002",1
"360","Varna","","7580959; 1060947; 7581068","7006616; 1060935; 7018767; 7010662; 1047325; 7032621",1
"361","Asan","7527940; 7520759; 7520758; 7525016; 7523332; 7523867; 7522543; 7522542; 1095407; 7520760; 7527087; 7522335; 7522404; 7522402; 7522400; 7538932; 7523099; 7534113; 7534109; 7534107; 7534126; 7534105; 7534124; 7534123; 7534104; 7534102; 7543221; 7520948; 7530592; 7523173; 7540619; 7533121; 7528818; 7542917; 7542359; 7530593; 7533165; 7533166; 7542388; 7542937; 7540863; 7543098; 7542458; 7532849; 7522393; 7532866; 7528828; 7533291; 7529854; 7529978; 7543055; 7534118; 7529998; 7544032; 7543024; 7534114; 7534112; 7534111; 7534110; 7533039; 7529843; 7534106; 7541281; 7542354; 7531119; 7542360; 7543592; 7542059; 7529104; 7531092; 7542498; 7530822; 7534103; 7529825; 7530899; 7542347; 7542837; 7542838; 7544314; 7542444; 7543066; 7541850; 7541822; 7530027; 7528391; 7543089; 7534333; 7536633; 7533282; 7535661; 7528389; 7528480; 7543483; 7539159; 7523108; 7535591; 7536283; 7536892; 7533435; 7533433; 7533706; 7541434; 7534125; 7532401; 7536690; 7534029; 7541371; 7529444; 7529428; 7525971; 7525970; 7531310; 7532201; 7527148; 7533342; 7531898; 7532821; 7533351; 7533350; 7540503; 7541589; 7541420; 7540481; 7540469; 7540582; 7537861; 7537860; 7537859; 7528740; 7528714; 7528708; 7525987; 7525973; 7525974; 7525977; 7525978; 7525979; 7525980; 7525975; 7525976; 7525986; 7525981; 7525982; 7525972; 7525984; 7525985; 7525983; 7525969; 7525968; 7525967; 7537858; 7534101","1103629; 8057944; 8057946; 8219883; 7547422; 7591115; 7570343; 1112606; 7547542; 7547541; 6001904; 7974238; 1078935; 1140672","",1
"362","Abimelech","","","",0
"363","Mecca","","7000679; 7003870","",1
"364","Sebastopolis","","","",0
"365","St Sophia","","","",0
"366","Chagan","","8206470; 8218366; 8206468; 1052940; 1120797; 8581845; 8081006; 8492008; 8669724; 8240928; 8218246; 8257874; 8258671; 8263933; 8265597; 8218386; 8239209; 8218346; 8219987; 8219057; 8219977; 8229980; 8220805; 8240117; 8218524; 8240133; 8219877; 8217405; 8218351; 8240156; 8557324; 8623932; 8623918","",1
"367","Kephalonia","","","7002710",1
"368","Phanagouria","","","",0
"369","Papatzys","","","",0
"370","Balgitzis","","","",0
"371","Theodora","","7880832","",1
"372","Justinian","","7686116","",1
"373","Tomis","","","7004050",1
"374","Symbolon","","","",0
"375","Terbelis","","","",0
"376","Apollonias","","","7235775",1
"377","Damatrys","","7594708","",1
"378","Blachernai","","","",0
"379","Apsimaros","","","",0
"380","Kephalonia","","","7002710",1
"381","Oualid","","","",0
"382","Phoinix","","","",0
"383","Adramytion","","","",0
"384","Chrysopolis","","1003891","7010844",1
"385","Nicaea","","4003628; 7032024; 7716681; 6004242","7008773",1
"386","Leo","1095826","7905456; 7964783; 7576873","7041545; 7046452; 7748970; 7263978; 7056111; 7749882; 7758382; 7041546; 7005034; 7041543",1
"387","Souleiman If","","","",0
"388","Pisidia","","7002351; 5004398; 7016774","",1
"389","Cappadocia","","6003016; 7735631","7044016",1
"390","Masalmas","","","",0
"391","Masalmas","","","",0
"392","Pergamon","","7016140; 7736391; 7520097; 7879465","",1
"393","Alania","","","",0
"394","Apsilia","","","",0
"395","Abasgia","","6000006","",1
"396","Alania","","","",0
"397","Apsilia","","","",0
"398","Abydos","7594408; 6000031","6000030","",1
"399","Kartalimen","","","",0
"400","Calabria","","","7007850; 1101438; 1044151; 1003491; 7004296; 7042484; 1046557; 7007737",1
"401","Artemios","","","7237084; 7229198",1
"402","Terbelis","","","",0
"403","Leo","1095826","7905456; 7964783; 7576873","7041545; 7046452; 7748970; 7263978; 7056111; 7749882; 7758382; 7041546; 7005034; 7041543",1
"404","Izid","","","",0
"405","Spain","","7964150","7302059; 7336181; 6002557; 7594195; 1000095",1
"406","Peter","","7724725; 1113613","7030756; 7026545; 4001020; 4001021; 7074624; 7102511; 7208585; 7455202; 8060277; 7028329; 1028781; 4002752; 7159737; 7009981; 7118746; 7118744; 7118742; 7118741; 7118739; 7118740; 7457324; 1106031; 7457316; 7025688; 7028573; 7017233; 7447147; 7889158; 7028062; 7012692; 7102514; 7102513; 7102515; 8705344; 1026044; 1026045; 4010016; 1026046; 1136967; 1046607; 7040722; 8712027; 7028167; 7028181; 7030698; 7030702; 7082548; 7030731; 1100110",1
"407","Synada","","","",0
"408","Amorion","","6000247","7237388; 7237385; 7237384",1
"409","Sisinnakios","","","",0
"410","Artabasdos","","","",0
"411","Arabia Felix","","6000351","",1
"412","Marouam","","","",0
"413","Souleiman","","","",0
"414","Harran","7522805; 7535986; 7526730","7740685; 7002467; 7722162; 1085026; 7673922; 7685934","",1
"415","Constantine","7000350; 7001315","","7454622; 7443014",1
"416","St Mamas","","","",0
"417","Opsikion","","","",0
"418","Palmyra","","7018835; 7032452","",1
"419","August","","","7442865; 7075606; 7187182; 7187181; 7183112; 7183110; 7183111; 7075584; 7144356; 7119022; 7119007",1
"420","Monobasia","","","",0
"421","Harran","7522805; 7535986; 7526730","7740685; 7002467; 7722162; 1085026; 7673922; 7685934","",1
"422","Aboulabas","","","",0
"423","Blachernai","","","",0
"424","Aboumouslim","","","",0
"425","Basrason","","","",0
"426","Daphnousia","","","",0
"427","Galata","","7873929; 7881930; 7875207; 7725144; 7725143; 7679046; 7002475; 7704514; 7704500; 7725146","7234783; 7228920; 7228916",1
"428","Iberia","","8711709","7024276; 7016676; 1000095",1
"429","Bulgaria","","7963986","7006413; 7057731; 7594160",1
"430","Damatrys","","7594708","",1
"431","Achelos","","","1121044",1
"432","Podopagouros","","","",0
"433","Hiereia","","","",0
"434","Prinkipos","","","",0
"435","Irene","1093188","","7233457; 7232930; 7758095; 7220207; 7038242",1
"436","Michael","","7932984","7009527; 7031237; 7608995; 7452998; 7028412; 7059139; 7025897; 7029627; 1043065; 7028541; 7027497; 4010010; 1026040; 1026041; 1046591; 7011003; 7059140; 4010853; 7027148",1
"437","Bulgaria","","7963986","7006413; 7057731; 7594160",1
"438","Arkadioupolis","","","",0
"439","Dabekon","","","",0
"440","Christians","","","1006804",1
"441","Karoulos","","","",0
"442","Lachanodrakon","","","",0
"443","Beroia","","","7010735",1
"444","Truth","","","",0
"445","Malagina","","","",0
"446","Longobardia","","","",0
"447","Myra","","7016607; 7710477","",1
"448","Aaron","","","7610587",1
"449","Theodote","","","",0
"450","Markellai","","","",0
"451","Theodote","","","",0
"452","St Mamas","","","",0
"453","Pylai","","","",0
"454","Abimelech","","","",0
"455","Nikephoros","","","",0
"456","Kios","","7872253; 7723787; 7881731; 7875099","7225643; 7218017",1
"457","Prote","","","",0
"458","Tyana","","7002416","",1
"459","Rhodes","1093557; 1101814; 1101815; 1103040; 1100632","","7003743; 7003752; 7614728; 7011266; 7011265; 1030425; 7255140; 7225088",1
"460","Myra","","7016607; 7710477","",1
"461","Bithynia","","7016608","",1
"462","Markellai","","","",0
"463","Kroummos","","","",0
"464","Holy Scripture","","","",0
"465","Aphousia","","","",0
"466","Baghdad","7543605; 7543421; 7525267; 7531470; 1095645","1001130; 7002482; 8013933; 8003318; 7903606; 8045901; 7903604; 7903603; 7980586; 8030287; 7952767; 8012195; 7948080; 7903600; 8044119","",1
"467","Paul","7018248; 1093486; 1100136; 1092344; 1011152; 1129393","7724725; 7592533; 1113727","7236243; 7465540; 7026096; 7742488; 7659861; 7743686; 7334318; 7648871; 7241135; 7749604; 7331943; 7617038; 7760499; 7760502; 7760503; 7760504; 7760501; 7760500; 7327519; 7458059; 7760498; 7760575; 7760574; 7760573; 7760572; 7760571; 7760570; 7760569; 7760497; 7760495; 7760496; 7760494; 7760492; 7760491; 7760493; 7120556; 7755894; 7608375; 7255995; 7609240; 7609318; 7609241; 7609238; 7609237; 7609239; 7609242; 7609243; 7609244; 7609245; 7609313; 7609316; 7609317; 1136808; 7009704; 7609234; 7597353; 7255994; 7609236; 7609233; 7609232; 7609231; 7609230; 7609229; 7609228; 7609227; 7609226; 7609225; 7609224; 7609223; 7609154; 7609153; 7609152; 7609151; 7609150; 7609149; 7609148; 7609147; 7609146; 7609145; 7609144; 7609143; 7609142; 7609141; 7609140; 1035484; 7609138; 1035485; 1008909; 7609133; 7609132; 7609062; 7609061; 7609060; 7609059; 5001392; 7609057; 7609056; 7609055; 4009774; 7609053; 7609052; 7609235; 7005741; 1100093; 7011787; 7609051; 7609050; 7609049; 7027253; 1035483; 7604899; 7604900; 7756418; 7102519; 7102518; 7003062; 7594232; 7754797; 7757226; 7253178; 7253179; 7253176; 7762737; 7010592; 7259414; 7026373",1
"468","Cyprus","","1006894; 1000112; 7880092; 7872704; 7872271; 1000113","",1
"469","Adrianople","","1001232; 7002317","",1
"470","Adam","7520848; 7543681; 1094066; 7542113; 7541833; 7533266; 7541575; 7520847; 7536853","1011547; 7594458; 1083228; 7995373; 7687790; 7935143; 7924720; 7988449; 8032417; 8038254; 8000724; 8027633; 7990840; 7902921; 7994305; 7952234; 7967323; 7928054; 7967970; 8051759; 8022469; 8053815; 7965254; 8056669; 8033481; 7948549; 7977099; 7970956; 7947020; 7950202; 8036742; 8049721; 7935577; 7966533; 7963949; 7963679; 7967095; 8050781; 8051431; 7951375; 7978467; 7994746; 8037307; 7902918; 7985981; 7902917; 7986139; 7950455; 7546426; 7949991; 7981508; 7934525; 7996397; 7902916; 7953029; 7964946; 1051968; 7904490; 8034529; 8053185; 8042522; 7987144; 7902386; 8053184; 7965170; 8030468; 7964034; 8057587; 8033435; 7974570; 7976666; 7976966; 7992736; 8023605; 7944027; 7989255; 7947021; 7950903; 7979039; 7951394; 7933478; 8023608; 8054511; 8057885; 7932509; 7999019; 7950782; 7950633; 7926970; 8025934; 7988363; 7928153; 7930521; 8051724; 7966117; 7951824; 8004056; 7924998; 7963929; 7963930; 7963884; 7911721; 7963165; 8017381; 7971244; 7933894; 7977343; 8036991; 7966710; 8026008; 7976837; 7902919; 1083821; 7990053; 7926628; 7967602","7009394; 7668337; 7668336; 7894511; 7644325; 7638210; 1033570; 1036194",1
"471","Britain","","","7008653; 7461820; 7462702; 7008591",1
"472","Golgotha","","4002116","",1
"473","Herod","","","",0
"474","Golgotha","","4002116","",1
"475","Basil","7523384; 7523381; 7523383; 7525865; 7541838; 7522412; 7541834; 7541498; 7523382; 7540129; 7540124; 7521076","7735958; 7959236","",1
"476","Valens","","","",0
"477","Valens","","","",0
"478","Abraham","","7029354","7216406; 7216405; 7216404; 7258118; 7610585",1
"479","Innocent","","","7662204",1
"480","Arkadios","","7874263","",1
"481","Prainetos","","","",0
"482","Komana","","7575583","",1
"483","Greece","","","7001395; 7594735; 8697461; 1000074; 7225052; 7594258",1
"484","Maximus","","","",0
"485","Sermium","","","7015491",1
"486","Chersaion","","","",0
"487","Philippi","","7016212","7010789; 7235525; 7224814",1
"488","Amida","7529048","7002338","",1
"489","Euphratesia","","","",0
"490","Cilicia","","5004380; 7002470; 7727672","",1
"491","Odyssopolis","","","",0
"492","Phrygia","","7002351; 7017535; 7002492; 7002613","",1
"493","Flacillianai","","","",0
"494","Germania","","","7000084",1
"495","Amalasuntha","","","",0
"496","Titus","","","",0
"497","Byzakion","","","",0
"498","St Anastasia","","","",0
"499","February","","","",0
"500","Marcellus","","","7626524",1
"501","Askel","","1056250","",1
"502","Europe","","","4003755; 4003756; 1000003; 8711949; 4003757; 4003758; 4003759; 4003760; 4003761",1
"503","Albania","","","7006417; 7015534; 1031883",1
"504","Lazica","","6003353","",1
"505","Dastagerd","","","",0
"506","Helioupolis","","","",0
"507","Creation","","","",0
"508","Mopsuestia","","5004380; 7731977; 7002634","",1
"509","Phanagouria","","","",0
"510","St Constantine","","","",0
"511","March","","","7666601; 8711795; 7646459; 7642289; 1025668; 7598621; 7077218; 7132468; 7132469; 7132467; 8707150; 7010829; 7132464; 7132463; 7626994; 7627250; 7003240; 8703805; 8702101; 7011950; 1034636; 1034777; 1100473; 7608668; 7608381; 7600148",1
"512","Kelbianon","","","",0
"513","Mecca","","7000679; 7003870","",1
"514","Theodosioupolis","","","",0
"515","Zigchia","","","",0
"516","Sophianai","","","",0
"517","Hellas","","","1000074; 7008331",1
"518","Hiereia","","","",0
"519","Isauria","","7002344; 7002788; 7001296","",1
"520","Thy","","1087065; 1087147","7245117; 7544589; 7254759; 7254760; 1112180; 7254758; 7254754; 7254752",1
"521","Alexandria Thomas","","","",0
"522","Michael","","7932984","7009527; 7031237; 7608995; 7452998; 7028412; 7059139; 7025897; 7029627; 1043065; 7028541; 7027497; 4010010; 1026040; 1026041; 1046591; 7011003; 7059140; 4010853; 7027148",1
"523","Arian Eusebios","","","",0
"524","Caesar Dalmatius","","","",0
"525","Saracens","","","",0
"526","Arian","","7952593; 7952503; 7985704; 7945701; 7731995; 7943526","7235478",1
"527","Alexandrians","","","",0
"528","Arians","","","",0
"529","Arian Euzoios","","","",0
"530","Antiochenes","","","",0
"531","Syrians","","","",0
"532","Arian Lucius","","","",0
"533","Arians","","","",0
"534","Augusta Eudoxia","","","",0
"535","Holy Synod","","","",0
"536","Byzantines","","","",0
"537","Cat","","1085786; 7491442; 1087063; 1128968; 7731270; 7692498; 7693796; 7689870; 7690674; 7731263; 7716514; 7731268; 7692254; 7733952; 7731260; 7731261; 1006740; 7672044; 7733977; 7677499; 7733975; 7676615; 7733749; 7733973; 7680330; 7685836; 7692851; 7733959; 7733953; 7733956; 7733951; 7715787; 7733955; 7733948; 7731265; 7731267; 7733957; 7731264; 7677688; 7676735; 7675873; 7730173; 7983812; 7731266; 1087197; 7731269; 7733950","7455356; 7455366; 4002392; 7338419; 7455345; 7455364; 7455365",1
"538","Theopaschites","","","",0
"539","Scythian","","6005315","",1
"540","Egyptian Appian","","","",0
"541","Persians","","","",0
"542","Byzantines","","","",0
"543","Homerites","","","",0
"544","Manichees","","","",0
"545","Augustaion","","","",0
"546","Sphendone","","","",0
"547","Romans","","7879705","7224393; 7224391; 7224392; 7224394; 7224390; 7614774; 7614773; 7042143; 7005527; 7009477; 7609055; 7605638; 1035523; 7605566; 7605565",1
"548","Moors","","","7466417; 7464639; 7456526; 1028872; 7456317; 7451319; 7452307; 7460285; 7133964; 7249811; 7457903; 1112177; 1110548; 1101759; 7457817; 7459132; 7594013; 7443985; 7010648; 1031064; 7444130",1
"549","Arsacids Artabanes","","","",0
"550","Goths","","","7631895; 7618481",1
"551","Huns","1109136","","7648427; 7164101; 7164102",1
"552","Mauretanians","","","",0
"553","Persians","","","",0
"554","Romans","","7879705","7224393; 7224391; 7224392; 7224394; 7224390; 7614774; 7614773; 7042143; 7005527; 7009477; 7609055; 7605638; 1035523; 7605566; 7605565",1
"555","Chagan","","8206470; 8218366; 8206468; 1052940; 1120797; 8581845; 8081006; 8492008; 8669724; 8240928; 8218246; 8257874; 8258671; 8263933; 8265597; 8218386; 8239209; 8218346; 8219987; 8219057; 8219977; 8229980; 8220805; 8240117; 8218524; 8240133; 8219877; 8217405; 8218351; 8240156; 8557324; 8623932; 8623918","",1
"556","Senate","","","",0
"557","Persian","","8711714; 6004646","",1
"558","Roma","1090576","","7034322; 7058516; 7006944; 7006943; 4002456; 1044183; 1044265; 7006945; 7006960; 7048615; 1004973; 7503852; 7616073; 7613446; 7326017; 7003138; 7323638; 7323639; 7323633; 7323620; 7000874; 7323488; 7323487; 7224384; 7224362; 7325340; 7325339; 7325338; 7042140; 7042139; 7042138; 7042137; 7042136; 7042135; 7042134; 7042133; 7042132; 7042131; 7042130",1
"559","Nestorians","","","",0
"560","Arabs","1112533","6000354; 6000355","",1
"561","Hagarenes","","","",0
"562","Bulgars","","","",0
"563","Apsilians","","","",0
"564","Hollow","","","7880854; 7876739; 7876544; 7898921",1
"565","Hierakites","","","",0
"566","Jordan","","1000121; 1084287; 8697483; 1125225; 7593961; 7029599","7343689; 7153954; 7153951; 7153953; 7153952; 7443091; 7895793; 8708291",1
"567","Arourites","","","",0
"568","Maurophoroi","","","",0
"569","Devil","","7548899","7901592; 7453831; 1064639; 7453828; 1123393; 7293913; 7293912",1
"570","Avars","","","",0
"571","Arabs","1112533","6000354; 6000355","",1
"572","Long Walls","","7032481","",1
"573","Franks","","","7452151",1
"574","Helladics","","","",0
"575","Asiatic","","","",0
"576","Treasury","","","",0
"577","Treasury","","","",0
"578","Saracens","","","",0
"579","Gauls","","","7030319; 7180331; 7180330; 7180326; 7180327; 7180325",1
"580","Vandal","","","",0
"581","Libyans","","","",0
"582","Moors","","","7466417; 7464639; 7456526; 1028872; 7456317; 7451319; 7452307; 7460285; 7133964; 7249811; 7457903; 1112177; 1110548; 1101759; 7457817; 7459132; 7594013; 7443985; 7010648; 1031064; 7444130",1
"583","Slavs","","","",0
"584","Abasgians","","","",0
"585","First Year","","","",0
"586","Latter","","","",0
"587","Year","","","",0
"588","World","1100632","7485082; 7473303; 7500163; 7001319; 7480750; 7964163","",1
"589","Confessor Preface The","","","",0
"590","Church","7531950","7872311; 7872310; 7934467; 7879124; 7933629; 7872292; 7873316; 7933802; 7933618; 7932956; 7931005; 7932284; 7940548; 7872308; 7580972","7033012; 7465031; 7027419; 7466581; 7893304; 7890309; 1028855; 7453493; 7453494; 7030781; 7025165; 7453490; 7894463; 4002654; 7453487; 4002655; 7453485; 7453484; 7888140; 7900661; 7896604; 7890098; 7453482; 7453483; 7877845; 7890247; 7025869; 7031091; 4002656; 7453476; 7453299; 7453298; 7875796; 8712047; 7453296; 7453295; 4002657; 7030941; 7894567; 1028856; 1028857; 7900652; 7900651; 1028893; 7893330; 7893278; 7453481; 7026594; 7009083; 7902193; 7032704; 7460520; 7459074; 7009981; 8712049; 5004139; 5004135; 7444952; 7448232; 7032829; 7012776; 1100110",1
"591","Lord","","7031627","7463161; 1103201; 7459940; 7444871",1
"592","Orthodox","","","",0
"593","Lord","","7031627","7463161; 1103201; 7459940; 7444871",1
"594","Great","7001337; 7536587; 7524532; 1003711; 7018892; 1008355; 1089618; 1011941; 1124386; 8711683; 1110295; 1124384; 1100191; 1003751; 7536588; 1124349; 7000391; 6002348; 1101556; 1109080; 7059188; 6002714; 7533516; 1000172; 1118981; 7001327; 7000891","7548097; 1006562; 8198414; 1108948; 6001658; 8198347; 8207084; 8205292; 1103377; 7572776; 1114140; 7572775; 1007264; 7958564; 7991143; 1007275; 7572771; 1007278; 1124352; 1100544; 1124355; 7016919; 8207528; 7001371; 7575136; 1000126; 8711788; 8622643; 7024419; 7002312; 7572265; 6004239; 1113613; 1103355; 8677369; 7001713; 7572773; 7011581; 7581661; 8680591; 8681614","4000397; 7027516; 7893700; 7893297; 7544617; 7467239; 4001541; 7893393; 7455801; 7900854; 1028822; 7027546; 7885807; 7893564; 1006845; 7893455; 7899429; 5000801; 7893543; 7881323; 7890354; 7893579; 7893471; 7893280; 7899071; 7647094; 7030841; 7010466; 7452102; 7452101; 1029363; 1029364; 7452098; 7452097; 1029365; 1029366; 5000803; 4004531; 7024941; 7025399; 7452091; 7026639; 1029368; 4001236; 4004532; 7452087; 7026196; 1007258; 7451911; 7028408; 7451909; 7451908; 1007259; 7451907; 7451906; 1029369; 7451904; 1029367; 1029370; 7451902; 7025046; 7451900; 7030785; 7008653; 7026197; 7010634; 7451895; 1029372; 7026115; 7451892; 7451891; 7451890; 7027359; 7451888; 4004536; 7026068; 7453996; 7451886; 7026120; 1029373; 7451884; 7451883; 7451882; 7029008; 7026431; 4003006; 7030808; 7451880; 7028409; 7027503; 7025174; 1007265; 7027576; 7451874; 7030842; 7451872; 7011965; 7451870; 7028361; 1029376; 7026178; 7027577; 1124344; 7027462; 7451863; 7028410; 7451858; 7451857; 7451856; 7899037; 7028392; 1104763; 1029377; 4004539; 7451676; 7451675; 7027578; 7027891; 7027297; 7451671; 7027903; 7026205; 1107995; 7025054; 7451664; 7451663; 7451662; 7030843; 1029378; 7031291; 7029009; 7451659; 1029379; 7451658; 7026212; 7028411; 7026214; 7451656; 7027220; 7451654; 7451653; 7030868; 7029995; 7025220; 1007271; 7029010; 7025048; 7011996; 7451649; 7451648; 7451647; 7026256; 7027892; 4004541; 7451643; 7594262; 7451642; 7025238; 7011095; 7026198; 1029381; 1029382; 7451637; 7451636; 7031292; 1029383; 1104764; 7029996; 7451631; 7028412; 7027221; 7451629; 7451628; 7899041; 7451627; 7030158; 7030907; 4004543; 1011451; 7451448; 7451447; 1124347; 7029997; 7451445; 1029384; 7451444; 7451443; 1029385; 4004544; 7451440; 7027457; 7028554; 7027893; 7030462; 7030923; 7026640; 7031293; 7451435; 7451434; 7028413; 7007658; 1101307; 7026200; 4004545; 7891646; 7026201; 7451430; 1029386; 4004547; 7889593; 7024780; 7010851; 7026929; 7451426; 7899034; 7059139; 7451424; 7451423; 7028414; 7451421; 7451420; 7896128; 7451419; 7026202; 7451418; 7027309; 7027894; 1124351; 7451415; 7451414; 7027312; 7027895; 7899033; 7451411; 1029388; 7451410; 4004549; 7026354; 1029389; 1029390; 7451405; 7451404; 7026203; 7451402; 4004550; 1029391; 1029392; 7451400; 7026641; 7018670; 7451398; 1104765; 7026374; 7451395; 7451394; 4004552; 4004553; 7451216; 7027222; 1029393; 7010782; 7026381; 7010376; 7176102; 8703629; 7451670; 7463117; 7893337; 7015525; 7461693; 7893440; 7878734; 1029984; 7460002; 8702671; 7457678; 1030241; 7027632; 7017005; 7015656; 7893450; 1030537; 7891448; 7754604; 7754603; 7027498; 7012093; 7876094; 7025991; 7890368; 7008591; 7007837; 1103137",1
